json_file,audio_value,basename,exists_on_disk
Shadow Work_VIP1.json,"/audio/en/Shadow_Reflection_Practices_VIP1.mp3","Shadow_Reflection_Practices_VIP1.mp3",NO
Shadow Work_VIP1.json,"/audio/en/Practicing_Shadow_Forgiveness_VIP1.mp3","Practicing_Shadow_Forgiveness_VIP1.mp3",NO
Shadow Work_VIP1.json,"/audio/en/Trigger_Awareness_Techniques_VIP1.mp3","Trigger_Awareness_Techniques_VIP1.mp3",NO
Shadow Work_VIP1.json,"/audio/en/Achieving_Inner_Harmony_VIP1.mp3","Achieving_Inner_Harmony_VIP1.mp3",NO
Shadow Work_VIP2.json,"/audio/en/Uncovering_Concealed_Traits_VIP2.mp3","Uncovering_Concealed_Traits_VIP2.mp3",NO
Shadow Work_VIP2.json,"/audio/en/Merging_Shadow_Elements_VIP2.mp3","Merging_Shadow_Elements_VIP2.mp3",NO
Shadow Work_VIP2.json,"/audio/en/Contemplating_Shadow_Aspects_VIP2.mp3","Contemplating_Shadow_Aspects_VIP2.mp3",NO
Shadow Work_VIP2.json,"/audio/en/Engaging_in_Shadow_Pardon_VIP2.mp3","Engaging_in_Shadow_Pardon_VIP2.mp3",NO
Shadow Work_VIP2.json,"/audio/en/Detecting_Trigger_Patterns_VIP2.mp3","Detecting_Trigger_Patterns_VIP2.mp3",NO
Shadow Work_VIP2.json,"/audio/en/Attaining_Internal_Unity_VIP2.mp3","Attaining_Internal_Unity_VIP2.mp3",NO
Shadow Work_VIP3.json,"/audio/en/Revealing_Buried_Characteristics_VIP3.mp3","Revealing_Buried_Characteristics_VIP3.mp3",NO
Shadow Work_VIP3.json,"/audio/en/Fusing_Shadow_Components_VIP3.mp3","Fusing_Shadow_Components_VIP3.mp3",NO
Shadow Work_VIP3.json,"/audio/en/Pondering_Shadow_Elements_VIP3.mp3","Pondering_Shadow_Elements_VIP3.mp3",NO
Shadow Work_VIP3.json,"/audio/en/Participating_in_Shadow_Absolution_VIP3.mp3","Participating_in_Shadow_Absolution_VIP3.mp3",NO
Shadow Work_VIP3.json,"/audio/en/Spotting_Trigger_Configurations_VIP3.mp3","Spotting_Trigger_Configurations_VIP3.mp3",NO
Shadow Work_VIP3.json,"/audio/en/Realizing_Intrinsic_Cohesion_VIP3.mp3","Realizing_Intrinsic_Cohesion_VIP3.mp3",NO
Sleep_free.json,"/audio/en/Starting_a_Bedtime_Routine_Free.mp3","Starting_a_Bedtime_Routine_Free.mp3",NO
Sleep_free.json,"/audio/en/Trying_Simple_Relaxation_Free.mp3","Trying_Simple_Relaxation_Free.mp3",NO
Sleep_free.json,"/audio/en/Limiting_Evening_Stimulants_Free.mp3","Limiting_Evening_Stimulants_Free.mp3",NO
confidence_vip1.json,"Clarifying_Affirmations_for_Growth_VIP1.mp3","Clarifying_Affirmations_for_Growth_VIP1.mp3",NO
confidence_vip1.json,"Building_Social_Confidence_VIP1.mp3","Building_Social_Confidence_VIP1.mp3",NO
confidence_vip1.json,"Tracking_Goals_for_Success_VIP1.mp3","Tracking_Goals_for_Success_VIP1.mp3",NO
confidence_vip1.json,"Practicing_Empathy_in_Interactions_VIP1.mp3","Practicing_Empathy_in_Interactions_VIP1.mp3",NO
confidence_vip2.json,"Refining_Affirmations_for_Strength_VIP2.mp3","Refining_Affirmations_for_Strength_VIP2.mp3",NO
confidence_vip2.json,"Mastering_Social_Confidence_VIP2.mp3","Mastering_Social_Confidence_VIP2.mp3",NO
confidence_vip2.json,"Planning_Goals_for_Growth_VIP2.mp3","Planning_Goals_for_Growth_VIP2.mp3",NO
confidence_vip2.json,"Mindful_Confidence_Building_VIP2.mp3","Mindful_Confidence_Building_VIP2.mp3",NO
confidence_vip2.json,"Engaging_Communities_Confidently_VIP2.mp3","Engaging_Communities_Confidently_VIP2.mp3",NO
confidence_vip3.json,"Deepening_Confidence_through_Awareness_VIP3.mp3","Deepening_Confidence_through_Awareness_VIP3.mp3",NO
confidence_vip3.json,"Overcoming_Confidence_Barriers_VIP3.mp3","Overcoming_Confidence_Barriers_VIP3.mp3",NO
confidence_vip3.json,"Advanced_Social_Strategies_VIP3.mp3","Advanced_Social_Strategies_VIP3.mp3",NO
confidence_vip3.json,"Practicing_Self_Compassion_VIP3.mp3","Practicing_Self_Compassion_VIP3.mp3",NO
confidence_vip3.json,"Aligning_Goals_with_Values_VIP3.mp3","Aligning_Goals_with_Values_VIP3.mp3",NO
confidence_vip3.json,"Mentoring_Confidence_in_Others_VIP3.mp3","Mentoring_Confidence_in_Others_VIP3.mp3",NO
keep_soul_calm.vip3.json,"/audio/en/Mindfulness_for_Soul_Serenity_VIP3.mp3","Mindfulness_for_Soul_Serenity_VIP3.mp3",NO
keep_soul_calm.vip3.json,"/audio/en/Gratitude_for_Inner_Tranquility_VIP3.mp3","Gratitude_for_Inner_Tranquility_VIP3.mp3",NO
keep_soul_calm.vip3.json,"/audio/en/Daily_Routines_for_Calm_Balance_VIP3.mp3","Daily_Routines_for_Calm_Balance_VIP3.mp3",NO
keep_soul_calm.vip3.json,"/audio/en/Reflection_for_Spiritual_Peace_VIP3.mp3","Reflection_for_Spiritual_Peace_VIP3.mp3",NO
keep_soul_calm.vip3.json,"/audio/en/Breathing_for_Soul_Harmony_VIP3.mp3","Breathing_for_Soul_Harmony_VIP3.mp3",NO
keep_soul_calm.vip3.json,"/audio/en/Practices_for_Inner_Serenity_VIP3.mp3","Practices_for_Inner_Serenity_VIP3.mp3",NO
meaning-of-life:free.json,"meaning_of_life_free_0_en.mp3","meaning_of_life_free_0_en.mp3",NO
meaning-of-life:free.json,"meaning_of_life_free_1_en.mp3","meaning_of_life_free_1_en.mp3",NO
meaning-of-life:vip1.json,"/room-audio/meaning_of_life_vip1_0.mp3","meaning_of_life_vip1_0.mp3",NO
meaning-of-life:vip1.json,"/room-audio/meaning_of_life_vip1_1.mp3","meaning_of_life_vip1_1.mp3",NO
meaning-of-life:vip1.json,"/room-audio/meaning_of_life_vip1_2.mp3","meaning_of_life_vip1_2.mp3",NO
meaning-of-life:vip2.json,"/room-audio/meaning_of_life_vip2_0.mp3","meaning_of_life_vip2_0.mp3",NO
meaning-of-life:vip2.json,"/room-audio/meaning_of_life_vip2_1.mp3","meaning_of_life_vip2_1.mp3",NO
meaning-of-life:vip2.json,"/room-audio/meaning_of_life_vip2_2.mp3","meaning_of_life_vip2_2.mp3",NO
meaning-of-life:vip2.json,"/room-audio/meaning_of_life_vip2_3.mp3","meaning_of_life_vip2_3.mp3",NO
meaning-of-life:vip3.json,"/room-audio/meaning_of_life_vip3_0.mp3","meaning_of_life_vip3_0.mp3",NO
meaning-of-life:vip3.json,"/room-audio/meaning_of_life_vip3_1.mp3","meaning_of_life_vip3_1.mp3",NO
meaning-of-life:vip3.json,"/room-audio/meaning_of_life_vip3_2.mp3","meaning_of_life_vip3_2.mp3",NO
meaning-of-life:vip3.json,"/room-audio/meaning_of_life_vip3_3.mp3","meaning_of_life_vip3_3.mp3",NO
meaning-of-life:vip3.json,"/room-audio/meaning_of_life_vip3_4.mp3","meaning_of_life_vip3_4.mp3",NO
meaning_of_life_free.json,"Meaning_Of_Life_Free.mp3","Meaning_Of_Life_Free.mp3",NO
meaning_of_life_vip1.json,"meaning_of_life_vip1_0_en.mp3","meaning_of_life_vip1_0_en.mp3",NO
meaning_of_life_vip1.json,"meaning_of_life_vip1_1_en.mp3","meaning_of_life_vip1_1_en.mp3",NO
meaning_of_life_vip1.json,"meaning_of_life_vip1_2_en.mp3","meaning_of_life_vip1_2_en.mp3",NO
meaning_of_life_vip2.json,"meaning_of_life_vip2_0_en.mp3","meaning_of_life_vip2_0_en.mp3",NO
meaning_of_life_vip2.json,"meaning_of_life_vip2_1_en.mp3","meaning_of_life_vip2_1_en.mp3",NO
meaning_of_life_vip2.json,"meaning_of_life_vip2_2_en.mp3","meaning_of_life_vip2_2_en.mp3",NO
meaning_of_life_vip2.json,"meaning_of_life_vip2_3_en.mp3","meaning_of_life_vip2_3_en.mp3",NO
mental_health_free.json,"01_stress_coping.mp3","01_stress_coping.mp3",NO
mental_health_free.json,"02_positive_self_talk.mp3","02_positive_self_talk.mp3",NO
mental_health_free.json,"03_simple_routines.mp3","03_simple_routines.mp3",NO
nutrition.json,"Starting_Balanced_Meal_Planning_Free.mp3","Starting_Balanced_Meal_Planning_Free.mp3",NO
nutrition.json,"Building_Hydration_Habits_Free.mp3","Building_Hydration_Habits_Free.mp3",NO
nutrition.json,"Trying_Mindful_Eating_Free.mp3","Trying_Mindful_Eating_Free.mp3",NO
nutrition_free.json,"/audio/en/Starting_Balanced_Meal_Planning_Free.mp3","Starting_Balanced_Meal_Planning_Free.mp3",NO
nutrition_free.json,"/audio/en/Building_Hydration_Habits_Free.mp3","Building_Hydration_Habits_Free.mp3",NO
nutrition_free.json,"/audio/en/Trying_Mindful_Eating_Free.mp3","Trying_Mindful_Eating_Free.mp3",NO
nutrition_vip1.json,"Planning_Balanced_Meals_VIP1.mp3","Planning_Balanced_Meals_VIP1.mp3",NO
nutrition_vip1.json,"Enhancing_Hydration_Habits_VIP1.mp3","Enhancing_Hydration_Habits_VIP1.mp3",NO
nutrition_vip1.json,"Practicing_Mindful_Eating_VIP1.mp3","Practicing_Mindful_Eating_VIP1.mp3",NO
nutrition_vip1.json,"Controlling_Portion_Sizes_VIP1.mp3","Controlling_Portion_Sizes_VIP1.mp3",NO
nutrition_vip2.json,"Refining_Balanced_Meal_Planning_VIP2.mp3","Refining_Balanced_Meal_Planning_VIP2.mp3",NO
nutrition_vip2.json,"Mastering_Hydration_Habits_VIP2.mp3","Mastering_Hydration_Habits_VIP2.mp3",NO
nutrition_vip2.json,"Deepening_Mindful_Eating_VIP2.mp3","Deepening_Mindful_Eating_VIP2.mp3",NO
nutrition_vip2.json,"Managing_Portion_Sizes_VIP2.mp3","Managing_Portion_Sizes_VIP2.mp3",NO
nutrition_vip2.json,"Choosing_Nutrient_Dense_Foods_VIP2.mp3","Choosing_Nutrient_Dense_Foods_VIP2.mp3",NO
nutrition_vip3.json,"Mastering_Balanced_Meal_Planning_VIP3.mp3","Mastering_Balanced_Meal_Planning_VIP3.mp3",NO
nutrition_vip3.json,"Optimizing_Hydration_Practices_VIP3.mp3","Optimizing_Hydration_Practices_VIP3.mp3",NO
nutrition_vip3.json,"Deepening_Mindful_Eating_Practices_VIP3.mp3","Deepening_Mindful_Eating_Practices_VIP3.mp3",NO
nutrition_vip3.json,"Refining_Portion_Control_VIP3.mp3","Refining_Portion_Control_VIP3.mp3",NO
nutrition_vip3.json,"Prioritizing_Nutrient_Dense_Foods_VIP3.mp3","Prioritizing_Nutrient_Dense_Foods_VIP3.mp3",NO
nutrition_vip3.json,"Sustaining_Healthy_Eating_Habits_VIP3.mp3","Sustaining_Healthy_Eating_Habits_VIP3.mp3",NO
obesity_free.json,"/audio/en/Starting_Healthy_Meal_Choices_Free.mp3","Starting_Healthy_Meal_Choices_Free.mp3",NO
obesity_free.json,"/audio/en/Trying_Daily_Movement_Free.mp3","Trying_Daily_Movement_Free.mp3",NO
obesity_free.json,"/audio/en/Practicing_Mindful_Eating_Free.mp3","Practicing_Mindful_Eating_Free.mp3",NO
obesity_management_vip1.json,"Planning_Balanced_Meals_vip1.mp3","Planning_Balanced_Meals_vip1.mp3",NO
obesity_management_vip1.json,"Building_Active_Habits_vip1.mp3","Building_Active_Habits_vip1.mp3",NO
obesity_management_vip1.json,"Deepening_Mindful_Eating_vip1.mp3","Deepening_Mindful_Eating_vip1.mp3",NO
obesity_management_vip1.json,"Controlling_Portion_Sizes_vip1.mp3","Controlling_Portion_Sizes_vip1.mp3",NO
obesity_vip1.json,"/audio/en/Planning_Balanced_Meals_VIP1.mp3","Planning_Balanced_Meals_VIP1.mp3",NO
obesity_vip1.json,"/audio/en/Building_Active_Habits_VIP1.mp3","Building_Active_Habits_VIP1.mp3",NO
obesity_vip1.json,"/audio/en/Deepening_Mindful_Eating_VIP1.mp3","Deepening_Mindful_Eating_VIP1.mp3",NO
obesity_vip1.json,"/audio/en/Controlling_Portion_Sizes_VIP1.mp3","Controlling_Portion_Sizes_VIP1.mp3",NO
obesity_vip2.json,"/audio/en/Refining_Balanced_Meal_Planning_VIP2.mp3","Refining_Balanced_Meal_Planning_VIP2.mp3",NO
obesity_vip2.json,"/audio/en/Mastering_an_Active_Lifestyle_VIP2.mp3","Mastering_an_Active_Lifestyle_VIP2.mp3",NO
obesity_vip2.json,"/audio/en/Enhancing_Mindful_Eating_Practices_VIP2.mp3","Enhancing_Mindful_Eating_Practices_VIP2.mp3",NO
obesity_vip2.json,"/audio/en/Optimizing_Portion_Control_VIP2.mp3","Optimizing_Portion_Control_VIP2.mp3",NO
obesity_vip2.json,"/audio/en/Choosing_Nutrient_Dense_Foods_VIP2.mp3","Choosing_Nutrient_Dense_Foods_VIP2.mp3",NO
obesity_vip3.json,"/audio/en/Mastering_Balanced_Meal_Planning_VIP3.mp3","Mastering_Balanced_Meal_Planning_VIP3.mp3",NO
obesity_vip3.json,"/audio/en/Sustaining_an_Active_Lifestyle_VIP3.mp3","Sustaining_an_Active_Lifestyle_VIP3.mp3",NO
philosophy_of_everyday.json,"philosophy_free_1_en.mp3","philosophy_free_1_en.mp3",NO
philosophy_of_everyday.json,"philosophy_free_2_en.mp3","philosophy_free_2_en.mp3",NO
philosophy_of_everyday.json,"philosophy_free_3_en.mp3","philosophy_free_3_en.mp3",NO
philosophy_of_everyday.json,"philosophy_free_4_en.mp3","philosophy_free_4_en.mp3",NO
philosophy_of_everyday_free.json,"/meaning_of_life_free.mp3","meaning_of_life_free.mp3",NO
sleep_vip2.json,"/audio/en/Building_a_Consistent_Sleep_Schedule_VIP1.mp3","Building_a_Consistent_Sleep_Schedule_VIP1.mp3",NO
sleep_vip2.json,"/audio/en/Practicing_Relaxation_Techniques_VIP1.mp3","Practicing_Relaxation_Techniques_VIP1.mp3",NO
sleep_vip2.json,"/audio/en/Managing_Evening_Diet_VIP1.mp3","Managing_Evening_Diet_VIP1.mp3",NO
sleep_vip2.json,"/audio/en/Creating_a_Sleep_Friendly_Environment_VIP1.mp3","Creating_a_Sleep_Friendly_Environment_VIP1.mp3",NO
sleep_vip3.json,"/audio/en/Mastering_Your_Sleep_Schedule_VIP3.mp3","Mastering_Your_Sleep_Schedule_VIP3.mp3",NO
sleep_vip3.json,"/audio/en/Deepening_Relaxation_Practices_VIP3.mp3","Deepening_Relaxation_Practices_VIP3.mp3",NO
sleep_vip3.json,"/audio/en/Optimizing_Pre_Bed_Nutrition_VIP3.mp3","Optimizing_Pre_Bed_Nutrition_VIP3.mp3",NO
sleep_vip3.json,"/audio/en/Perfecting_Your_Sleep_Environment_VIP3.mp3","Perfecting_Your_Sleep_Environment_VIP3.mp3",NO
sleep_vip3.json,"/audio/en/Incorporating_Mindful_Activity_VIP3.mp3","Incorporating_Mindful_Activity_VIP3.mp3",NO
sleep_vip3.json,"/audio/en/Tracking_Sleep_Patterns_VIP3.mp3","Tracking_Sleep_Patterns_VIP3.mp3",NO
soulmate_free.json,"/audio/en/Starting_Self_Awareness_for_Love_Free.mp3","Starting_Self_Awareness_for_Love_Free.mp3",NO
soulmate_free.json,"/audio/en/Sparking_Initial_Connections_Free.mp3","Sparking_Initial_Connections_Free.mp3",NO
soulmate_free.json,"/audio/en/Listening_for_Better_Bonds_Free.mp3","Listening_for_Better_Bonds_Free.mp3",NO
soulmate_vip1.json,"/audio/en/Clarifying_Values_for_Love_VIP1.mp3","Clarifying_Values_for_Love_VIP1.mp3",NO
soulmate_vip1.json,"/audio/en/Building_Authentic_Connections_VIP1.mp3","Building_Authentic_Connections_VIP1.mp3",NO
soulmate_vip1.json,"/audio/en/Listening_to_Foster_Trust_VIP1.mp3","Listening_to_Foster_Trust_VIP1.mp3",NO
soulmate_vip1.json,"/audio/en/Practicing_Empathy_in_Love_VIP1.mp3","Practicing_Empathy_in_Love_VIP1.mp3",NO
soulmate_vip2.json,"/audio/en/Refining_Values_for_Lasting_Love_VIP2.mp3","Refining_Values_for_Lasting_Love_VIP2.mp3",NO
soulmate_vip2.json,"/audio/en/Nurturing_Meaningful_Connections_VIP2.mp3","Nurturing_Meaningful_Connections_VIP2.mp3",NO
soulmate_vip2.json,"/audio/en/Communicating_for_Deeper_Trust_VIP2.mp3","Communicating_for_Deeper_Trust_VIP2.mp3",NO
soulmate_vip2.json,"/audio/en/Cultivating_Empathy_for_Bonds_VIP2.mp3","Cultivating_Empathy_for_Bonds_VIP2.mp3",NO
soulmate_vip2.json,"/audio/en/Aligning_Goals_for_Love_VIP2.mp3","Aligning_Goals_for_Love_VIP2.mp3",NO
soulmate_vip3.json,"/audio/en/Deepening_Self_Awareness_for_Love_VIP3.mp3","Deepening_Self_Awareness_for_Love_VIP3.mp3",NO
soulmate_vip3.json,"/audio/en/Building_Authentic_Relationships_VIP3.mp3","Building_Authentic_Relationships_VIP3.mp3",NO
soulmate_vip3.json,"/audio/en/Fostering_Trust_through_Communication_VIP3.mp3","Fostering_Trust_through_Communication_VIP3.mp3",NO
soulmate_vip3.json,"/audio/en/Cultivating_Deep_Empathy_VIP3.mp3","Cultivating_Deep_Empathy_VIP3.mp3",NO
soulmate_vip3.json,"/audio/en/Aligning_Aspirations_for_Love_VIP3.mp3","Aligning_Aspirations_for_Love_VIP3.mp3",NO
soulmate_vip3.json,"/audio/en/Sustaining_Long_Term_Bonds_VIP3.mp3","Sustaining_Long_Term_Bonds_VIP3.mp3",NO
stoicism_free.json,"/firm_purpose_free.mp3","firm_purpose_free.mp3",NO
stoicism_free.json,"/emotional_control_free.mp3","emotional_control_free.mp3",NO
stress.json,"Starting_Stress_Relief_Breathing_Free.mp3","Starting_Stress_Relief_Breathing_Free.mp3",NO
stress.json,"Trying_Mindful_Moments_Free.mp3","Trying_Mindful_Moments_Free.mp3",NO
stress.json,"Building_Simple_Routines_Free.mp3","Building_Simple_Routines_Free.mp3",NO
stress_free.json,"/audio/en/Starting_Stress_Relief_Breathing_Free.mp3","Starting_Stress_Relief_Breathing_Free.mp3",NO
stress_free.json,"/audio/en/Trying_Mindful_Moments_Free.mp3","Trying_Mindful_Moments_Free.mp3",NO
stress_free.json,"/audio/en/Building_Simple_Routines_Free.mp3","Building_Simple_Routines_Free.mp3",NO
stress_vip2.json,"Practicing_Deep_Breathing_VIP1.mp3","Practicing_Deep_Breathing_VIP1.mp3",NO
stress_vip2.json,"Building_Mindful_Awareness_VIP1.mp3","Building_Mindful_Awareness_VIP1.mp3",NO
stress_vip2.json,"Creating_Stress_Reducing_Routines_VIP1.mp3","Creating_Stress_Reducing_Routines_VIP1.mp3",NO
stress_vip2.json,"Using_Positive_Self_Talk_VIP1.mp3","Using_Positive_Self_Talk_VIP1.mp3",NO
stress_vip3.json,"Mastering_Deep_Breathing_for_Calm_VIP3.mp3","Mastering_Deep_Breathing_for_Calm_VIP3.mp3",NO
stress_vip3.json,"Deepening_Mindfulness_for_Stress_Relief_VIP3.mp3","Deepening_Mindfulness_for_Stress_Relief_VIP3.mp3",NO
stress_vip3.json,"Sustaining_Stress_Reducing_Routines_VIP3.mp3","Sustaining_Stress_Reducing_Routines_VIP3.mp3",NO
stress_vip3.json,"Building_Resilience_through_Self_Talk_VIP3.mp3","Building_Resilience_through_Self_Talk_VIP3.mp3",NO
stress_vip3.json,"Using_Exercise_to_Manage_Stress_VIP3.mp3","Using_Exercise_to_Manage_Stress_VIP3.mp3",NO
stress_vip3.json,"Fostering_Social_Support_for_Stress_VIP3.mp3","Fostering_Social_Support_for_Stress_VIP3.mp3",NO
women_health_free.json,"/menstrual_cycle_basics_free.mp3","menstrual_cycle_basics_free.mp3",NO
women_health_free.json,"/period_pain_relief_free.mp3","period_pain_relief_free.mp3",NO
